Date,Time,Channel Name,Ocean Region,GES ID (octal),Channel Unit ID,Channel Type,SU Type,Burst Frequency Offset (Hz) BFO,Burst Timing Offset (microseconds) BTO
7/03/2014,15:41:52907,IOR—R1200—O—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),141,14940
7/03/2014,15:41:53405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,15:41:57248,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,0x71 — User Data (ISU) — RLS,142,9920
7/03/2014,15:41:57409,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,142,9920
7/03/2014,15:41:57559,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014,15:41:57728,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,0x22 — Access Request (R/T—Channel),140,9920
7/03/2014,15:41:57905,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014,15:41:53048,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014,15:41:58208,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014,15:41:58399,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,140,9920
7/03/2014,15:41:58405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,15:41:58528,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,141,9920
7/03/2014,15:41:58597,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,141,9920
7/03/2014,15:41:53729,IOR—T1200—O—36FA,IOR,305,10,T—Channel RX,Subsequent Signalling Unit,141,9920
7/03/2014,15:41:59405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,15:42:00405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,15:42:00405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:00405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:00405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:02058,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,0x71 — User Data (ISU) — RLS,147,9980
7/03/2014,15:42:02229,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,9980
7/03/2014,15:42:02388,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,9980
7/03/2014,15:42:02553,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,147,9980
7/03/2014,15:42:02708,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9980
7/03/2014,15:42:02358,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9980
7/03/2014,15:42:03028,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,149,9980
7/03/2014,15:42:03_1gg,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,149,9980
7/03/2014,15:42:03348,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9980
7/03/2014,15:42:03508,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9980
7/03/2014,15:42:04405,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,15:42:04408,IOR—R1200—O—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),146,14920
7/03/2014,15:42:17405,IOR—R1200—O—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),160,14960
7/03/2014,15:42:17905,IOR—P10500—O—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,15:42:21748,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,0x71 — User Data (ISU) — RLS,157,9940
7/03/2014,15:42:21909,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,157,9940
7/03/2014,15:42:22059,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,154,9940
7/03/2014,15:42:22239,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,154,9940
7/03/2014,15:42:22388,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,156,9940
7/03/2014,15:42:22550,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,156,9940
7/03/2014,15:42:22708,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,157,9940
7/03/2014,15:42:22391,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,157,9940
7/03/2014,15:42:23039,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,154,9940
7/03/2014,15:42:23_1gg,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,154,9940
7/03/2014,15:42:23348,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,153,9940
7/03/2014,15:42:23508,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,153,9940
7/03/2014,15:42:23597,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,152,9940
7/03/2014,15:42:23ng,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,152,9940
7/03/2014,15:42:23988,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,150,9940
7/03/2014,15:42:24028,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,150,9940
7/03/2014,15:42:25748,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9940
7/03/2014,15:42:25909,IOR—T1200—O—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9940
7/03/2014,15:42:25058,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9940
7/03/2014,15:42:25229,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9940
7/03/2014,15:42:25388,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,146,9940
7/03/2014,15:42:25548,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,146,9940
7/03/2014,15:42:25709,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9940
7/03/2014,15:42:25358,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,148,9940
7/03/2014,15:42:27028,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,146,9940
7/03/2014,15:42:27_1gg,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,146,9940
7/03/2014,15:42:27348,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,145,9940
7/03/2014,15:42:27509,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,145,9940
7/03/2014,15:42:27558,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,144,9940
7/03/2014,15:42:27328,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,144,9940
7/03/2014,15:42:27988,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,145,9940
7/03/2014,15:42:28905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,15:42:29905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0X71 — User Data (ISU) — RLS,,
7/03/2014,15:42:29905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:29905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:29905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:31905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),125,14900
7/03/2014,15:42:32905,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),127,14900
7/03/2014,15:42:33405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,15:42:37248,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,0x71 — User Data (ISU) — RLS,121,9940
7/03/2014,15:42:37408,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,121,9940
7/03/2014,15:42:37558,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,121,9940
7/03/2014,15:42:37755,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,121,9940
7/03/2014,15:42:37388,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,120,9940
7/03/2014,15:42:38048,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,120,9940
7/03/2014,15:42:38208,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9940
7/03/2014,15:42:38358,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9940
7/03/2014,15:42:38545,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9940
7/03/2014,15:42:38589,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9940
7/03/2014,15:42:38348,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9940
7/03/2014,15:42:39041,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9940
7/03/2014,1511239158,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,121,9940
7/03/2014,15:42:39328,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,121,9940
7/03/2014,15:42:39489,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9940
7/03/2014,15:42:39528,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9940
7/03/2014,15:42:41248,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9900
7/03/2014,15:42:41409,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9900
7/03/2014,15:42:41558,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:41747,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:41388,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:41ng,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:42208,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:42358,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:42529,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:42588,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:42348,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9900
7/03/2014,15:42:43008,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,122,9900
7/03/2014,1511243158,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,123,9900
7/03/2014,15:42:43328,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,123,9900
7/03/2014,15:42:43488,IOR—T1200—0—36D8,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,124,9900
7/03/2014,15:42:44405,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x62 — Acknowledge User Data,,
7/03/2014,15:42:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x71 — User Data (ISU) — RLS,,
7/03/2014,15:42:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:45905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,Subsequent Signalling Unit,,
7/03/2014,15:42:47907,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x62 — Acknowledge User Data (R—channel),123,14920
7/03/2014,15:42:48405,IOR—R1200—0—36ED,IOR,305,4,R—Channel RX,0x22 — Access Request (R/T—Channel),123,14900
7/03/2014,15:42:48905,IOR—P10500—0—3859,IOR,305,10,P—Channel TX,0x51 — T—Channel Assignment,,
7/03/2014,15:42:52748,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,0x71 — User Data (ISU) — RLS,131,9960
7/03/2014,15:42:52909,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,131,9960
7/03/2014,15:42:53058,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,9960
7/03/2014,15:42:53247,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,132,9960
7/03/2014,15:42:53388,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:53548,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:53708,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:53358,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:54028,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,1511254188,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:54348,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:54509,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
7/03/2014,15:42:54558,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,9950
7/03/2014,15:42:54328,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,134,9950
7/03/2014,15:42:54988,IOR—T1200—0—36D7,IOR,305,8,T—Channel RX,Subsequent Signalling Unit,133,9960
